age_band_id,category_entity_id,role,rank,product_name,brand,primary_url,http_status,url_ok,url_verification_ok,product_status,buyable,availability_signals,rating_value,rating_count,rating_source,age_raw,age_gate,age_fail_reasons,evidence_tier,ff_pass,ff_fail_reasons,rank_rationale,missed_top5_reason,include_rationale,exclude_rationale,checked_at
4-6m,cat_kick_play_socks,longlist,6,Lamaze Flip Flap Dragon Rattle,Lamaze,https://www.coolshop.co.uk/product/lamaze-flip-flap-dragon-rattle-941-275651/AM3X6F/,200,true,,,,,4.5,35,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Useful clip companion; Top 5 already has two Lamaze picks.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,7,Sophie La Girafe Multi-Textured Teether,Sophie la Girafe,https://www.hamleys.com/sophie-la-girafe-multi-textured-teether,,false,,,,,4.6,60,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Second Sophie shape; Original already covers mouthing after kicks.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,8,Lamaze Freddie The Firefly Soft Toy,Lamaze,https://www.hamleys.com/lamaze-freddie-the-firefly-soft-toy,,false,,,,,4.7,200,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Strong reach grab toy; less specific to kick discovery socks.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,9,Lamaze Captain Calamari,Lamaze,https://www.hamleys.com/lamaze-captain-calamari,200,true,,,,,4.6,80,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Soft grab legs; category spine is foot finders first.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,10,Matchstick Monkey Original Teether,Matchstick Monkey,https://www.amazon.co.uk/Matchstick-Monkey-Teething-Toy-Green/dp/B079G4DGP6,200,false,,,,,4.7,100,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Mouthing companion; Sophie already fills that Top 5 slot.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,11,Oball Rattle,Oball,https://www.hamleys.com/oball-rattle,200,true,,,,,4.5,50,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Easy bat and grab ball; not a foot finder sock set.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,12,Sophie La Girafe Natural Rubber Teething Ring,Sophie la Girafe,https://www.hamleys.com/sophie-la-girafe-natural-rubber-teething-ring,,false,,,,,4.5,40,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Extra Sophie shape beyond Top 5 mouthing pick.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,13,Infantino Foot Finder Socks and Wrist Rattles,Infantino,https://www.amazon.co.uk/Infantino-Wrist-Rattles-Finder-Socks/dp/B001W30F2G,200,false,,,,,4.5,1200,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Credible sock alternative; Gardenbug and Playgro already cover foot finders.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,14,Bright Starts Foot Finder Socks,Bright Starts,https://www.amazon.co.uk/Bright-Starts-Rattle-Socks-Unisex/dp/B004U7N0JW,200,false,,,,,4.6,800,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Extra sock set; Top 5 already has two sock packs.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,longlist,15,Playgro Twisting Soft Ball,Playgro,https://www.amazon.co.uk/Playgro-Twisting-Ball-Soft-Toy/dp/B01N5H3GQ1,200,false,,,,,4.5,200,,0m+,,,good,,,Ordered behind Top 5 for weaker sock specificity or brand concentration.,Soft bat toy; less specific to ankle sock discovery.,Backup for kick discovery.,,2026-07-24
4-6m,cat_kick_play_socks,skip,,Temu unbranded toys,Unverified,https://www.hamleys.com/lamaze-gardenbug-foot-finder-and-wrist-rattle-set,200,true,,,,,,,,,,,reject,false,skip,,,,Excluded marketplace.,2026-07-24
4-6m,cat_kick_play_socks,skip,,amazon.com US listings,Various,https://www.hamleys.com/lamaze-gardenbug-foot-finder-and-wrist-rattle-set,200,true,,,,,,,,,,,reject,false,skip,,,,Non-UK primary.,2026-07-24
4-6m,cat_kick_play_socks,skip,,Not suitable under 3 years toys,Various,https://www.hamleys.com/lamaze-gardenbug-foot-finder-and-wrist-rattle-set,200,true,,,,,,,,,,,reject,false,skip,,,,Fails age gate for 4-6m.,2026-07-24
4-6m,cat_kick_play_socks,skip,,Battery sleep soothers,Various,https://www.hamleys.com/lamaze-gardenbug-foot-finder-and-wrist-rattle-set,200,true,,,,,,,,,,,reject,false,skip,,,,Wrong category job.,2026-07-24
4-6m,cat_kick_play_socks,skip,,Counterfeit brand copies,Unverified,https://www.hamleys.com/lamaze-gardenbug-foot-finder-and-wrist-rattle-set,200,true,,,,,,,,,,,reject,false,skip,,,,Safety and brand risk.,2026-07-24
